Stepnumber,SCurveRound1,SCurveRound2
1,-0.000551582330853563,4.54071933229986e-05
2,-0.00110316466170713,1.88965884357446e-05
3,0.00891355294986301,0.000996154263692082
4,0.0165672360017817,0.000147629515572808
5,0.0720352057784656,0.000563528032581524
6,0.0817222606330524,0.00047100890528315
7,0.0763756085365229,0.00106298064210204
8,0.081122168435872,0.00109475704947663
9,0.0460274952424028,0.00123166403371701
10,0.0492371916045483,0.0011573475452824
11,0.0465523706577167,0.00122353799040761
12,0.0422995158592529,0.00115222222415706
13,0.0511830185561632,0.00117942599996072
14,0.0603785571851038,0.00073631017596888
15,0.0530421790090352,0.000364001414936188
16,0.0713112300598446,0.00037582192280524
17,0.0672319831933241,0.000356356979868298
18,0.0698824462204578,0.00028485702606876
19,0.0810633128841336,0.000282633095724302
20,0.0872596301599346,0.00027550650409512
21,0.0865555884180011,0.00016374656270764
22,0.0930688363932216,0.00038456675970438
23,0.0872088088791901,0.000219612023377307
24,0.0941633094169498,-0.000211662895020056
25,0.0926770936483915,-4.69113143864081e-05
26,0.0930919596107767,-0.000341300774330631
27,0.0930546729804098,-0.000441645668640754
28,0.0992861513368348,-0.000438369142464512
29,0.0976316010369755,-0.000408498364253052
30,0.103904467985829,-0.000461769730832474
31,0.110463944934533,-0.000562188418083466
32,0.114303058095983,-0.000598982658951266
33,0.109592925802176,-0.00053136298827348
34,0.109144555553219,-0.000653374991862581
35,0.108761991742307,-0.000578686223564633
36,0.105829740416201,-0.000614766761784786
37,0.113903685583726,-0.00071652695830567
38,0.113258936822965,-0.000636268157857541
39,0.115368426520456,-0.000735052012504353
40,0.116220210703248,-0.000790972293867074
41,0.107907204357202,-0.000791589545462156
42,0.118099701797109,-0.000834686532790918
43,0.115304605338949,-0.000826802002524152
44,0.0929408316479645,-0.000701216634854685
45,0.0918041319439075,-0.000672942967831637
46,0.0710263635496562,-0.00080763497338471
47,0.0670811653129118,-0.000802571219266382
48,0.101887524400089,-0.000844458912749861
49,0.104136358371886,-0.000764066397149892
50,0.113674101686363,-0.000839261910951889
51,0.135956552555511,-0.000938592691565439
52,0.135640486659816,-0.000996490549398739
53,0.137248803901319,0.000650937274138567
54,0.140859860343718,0.00274836158683365
55,0.134725487364973,0.00384399806404075
56,0.142314746008981,0.00381711654870114
57,0.154014192673445,0.00482595946788735
58,0.125354786330043,0.00485594007537937
59,0.12654371412397,0.00478597806240808
60,0.122468052251552,0.00482534746441261
61,0.120608668435704,0.00465891930539901
62,0.12470282876514,0.0046200937655775
63,0.124521371440992,0.00462410883063713
64,0.118346350914881,0.0045673533806688
65,0.139759426496619,0.00450878675327599
66,0.139331871924813,0.0044045067973593
67,0.142111138506697,0.00433232825914621
68,0.147875439148357,0.00443905013684164
69,0.151669125322108,0.00437517415283247
70,0.167298298882213,0.00432562607484605
71,0.16646359363664,0.00434577841939413
72,0.166659922295839,0.00420409053629113
73,0.170443519918227,0.0039965996449458
74,0.174912558780299,0.00542649883910669
75,0.185639503337465,0.00538504662982103
76,0.195296020787736,0.00527313769739227
77,0.191873229350677,0.00530713521890237
78,0.188106677393114,0.00530472380745837
79,0.187637972567472,0.00526698982155478
80,0.19189224805081,0.00528383981479402
81,0.193734662540186,0.00535059491513404
82,0.198922745107822,0.00527655770650249
83,0.190221867267723,0.00528723621190295
84,0.187110554761568,0.00522525912976353
85,0.190165739736792,0.00522478858584268
86,0.189448649139765,0.00518070348074897
87,0.190016089528468,0.00525072162814999
88,0.184286933815753,0.00503414382822573
89,0.191196273110802,0.0050034420505501
90,0.198714322238198,0.00502672003261011
91,0.195588588645585,0.00515360967673841
92,0.195446583305362,0.00578413334712923
93,0.219062642010355,0.00623380867173481
94,0.223192473176839,0.00604854491747215
95,0.211972624702224,0.00608320216864981
96,0.212527566604286,0.00619266739400871
97,0.216373009606455,0.00651833620373897
98,0.217977167391367,0.00698874940537572
99,0.222569149120636,0.00698230538776185
100,0.22753063568099,0.00813549086793356
101,0.228146021975703,0.00786087793052138
102,0.227529381629514,0.00797079141318423
103,0.231635837919102,0.00828009530745374
104,0.227535058209613,0.00822201089104252
105,0.222562143544745,0.00825787621545385
106,0.225867187518118,0.0081753931209494
107,0.230556610204418,0.00821319074959646
108,0.23310804871271,0.00811529846133193
109,0.240681549670405,0.00818732036823016
110,0.237204932800885,0.00817010640560092
111,0.240858002235792,0.00819949728565606
112,0.241842208381202,0.00842302771904811
113,0.24258179530472,0.00850703359312162
114,0.245638456624768,0.00825503710996127
115,0.249277128307361,0.00848231236279275
116,0.250034255480312,0.00847581812862374
117,0.251150103984718,0.00840471945941821
118,0.253439151399238,0.00768393393845507
119,0.257522769486701,0.00770491872409833
120,0.258738221030831,0.00746954602528196
121,0.262857749413119,0.00759804697509891
122,0.265513228863612,0.00755572523324796
123,0.260738766606093,0.00771193791338759
124,0.265493118027849,0.00774033060237781
125,0.267357665451053,0.007670659768945
126,0.267189975747449,0.0074225299958952
127,0.270939814685963,0.00727953145611301
128,0.275947800718573,0.00722469809850151
129,0.292376397494009,0.00735030772482207
130,0.320106375744452,0.00751642450977686
131,0.32043925338131,0.0073039644167343
132,0.320160181786465,0.00729961982566548
133,0.325881951757626,0.00724337643915834
134,0.327674911155433,0.0071141231203902
135,0.327144813143622,0.0070133611652129
136,0.324643078261758,0.00781970561754573
137,0.327338495210274,0.0103081084321755
138,0.327811066870935,0.0102542796541307
139,0.330798167180623,0.0102703054893985
140,0.331305308009337,0.0101559693415557
141,0.33217982567366,0.0102053843562593
142,0.335566688760659,0.0101430467141384
143,0.338133428816596,0.0100930858492567
144,0.337231815603662,0.00944322754836804
145,0.347908014902052,0.00933424476368894
146,0.347464600097342,0.00931096374901983
147,0.349411379131717,0.0094964539494587
148,0.354036689900235,0.00927375726388228
149,0.344296598179097,0.0091932775020447
150,0.344239745960353,0.00915295178858743
151,0.348396713621963,0.00906965576173066
152,0.355472454618009,0.00901274164453231
153,0.358633674715293,0.00895484207353673
154,0.360758990382732,0.00894657644172227
155,0.358376504639633,0.00874703369236151
156,0.358002080743421,0.00876850207445209
157,0.357238063681895,0.00872613956182061
158,0.355985384232497,0.00875802850656796
159,0.360273739864011,0.00968316156419703
160,0.36317432697218,0.00991294260847018
161,0.365884676331294,0.00982588464336139
162,0.368400590292292,0.00985712872802185
163,0.368262263524802,0.0103413418314486
164,0.366584738690194,0.0103006290340546
165,0.371417373807388,0.0103483925437125
166,0.372702196240605,0.0109751924152896
167,0.37421042042817,0.0108317391478221
168,0.374961627223676,0.0103549425575921
169,0.375630012921945,0.0102424094506004
170,0.375112939092985,0.010230658642839
171,0.375967314374031,0.0101493405388217
172,0.375289693270089,0.0101303801721109
173,0.370244437940013,0.0100665207953191
174,0.372816868758365,0.00998490494244053
175,0.371553826900711,0.00998141414395368
176,0.375281583743512,0.0099381414991619
177,0.380129454983906,0.00990800146316011
178,0.379605547459742,0.00985536878824402
179,0.380465891809472,0.00981232910962659
180,0.381828703811649,0.00980444254851051
181,0.385024491316773,0.00970718989685987
182,0.38570904546104,0.00967489055828178
183,0.383459302555728,0.00977013593936661
184,0.38437918437137,0.00968956430216305
185,0.388887196749357,0.00963608469505725
186,0.388096351761072,0.00957592333926377
187,0.386776571137258,0.00946241979418109
188,0.388192108393081,0.00937299268043502
189,0.386860228729568,0.00946395560694822
190,0.387063832590321,0.009342831959496
191,0.387482881589817,0.0093990624158135
192,0.389946439505448,0.0105981448269983
193,0.391216965268214,0.0113298093691422
194,0.392643769647431,0.0121036590746857
195,0.392651382835302,0.0120384752210106
196,0.395992942695224,0.0121976735278035
197,0.392745651046341,0.012110222774614
198,0.392250546470052,0.0120103058936217
199,0.392184327857893,0.0120821770757859
200,0.390364290272847,0.0120082472837855
201,0.39439062849799,0.011859699606431
202,0.409883587558547,0.0120352143592422
203,0.4122332327071,0.0119542349743443
204,0.415258311441314,0.0122283972048751
205,0.419064339630182,0.0122175388443742
206,0.41906749269928,0.0120479294013588
207,0.428576131172747,0.011996522524004
208,0.425031761186154,0.0119462073442168
209,0.425692970691974,0.0118821892098881
210,0.430852278923599,0.0121806579112589
211,0.430793908407006,0.0119259209363286
212,0.432401838768193,0.012617828633855
213,0.432997488763704,0.0125717317110082
214,0.432431264340851,0.0124201333130604
215,0.433606129968732,0.0124820727369497
216,0.444520372336967,0.0121396778141513
217,0.451832234341889,0.0121499637264639
218,0.458146111619585,0.0120726596361299
219,0.458652347385673,0.0120340894871697
220,0.462939444724205,0.0120406380121001
221,0.46220095802318,0.0119876808585439
222,0.463934007760408,0.0118679011473624
223,0.466027090492558,0.0117731794491514
224,0.459762226085509,0.0116940126446569
225,0.463680916374566,0.0133396864581375
226,0.467925573287873,0.0132572415564084
227,0.46926397754563,0.0132600742893201
228,0.46905063280354,0.0131329791508191
229,0.477979938720915,0.0130655959538217
230,0.480190322073745,0.0131454605761408
231,0.477137787511496,0.0130657614139379
232,0.476438700651757,0.0130221143553904
233,0.47702550621985,0.0129449200801798
234,0.48007076950195,0.0128976028965424
235,0.482164610836471,0.0128755577239974
236,0.487339904160739,0.0129122954003819
237,0.488289179885301,0.0128404612248003
238,0.488958161491792,0.0127915921525464
239,0.486645828403158,0.0127823091535836
240,0.487598112600662,0.0126948828938538
241,0.489092150065645,0.0130418505784037
242,0.490200495578627,0.0129585212543555
243,0.489933236511734,0.0131286328279442
244,0.489787267346936,0.0131667124169358
245,0.488902456221319,0.0132935812220361
246,0.490663670414448,0.013307526161355
247,0.491060585932366,0.0132625338286607
248,0.496309680804274,0.0132091108985336
