Time,Data,FinalFit
107,0.57369,0.48746338028169
108,0.48209,0.48746338028169
109,0.4093,0.48746338028169
110,0.44442,0.48746338028169
111,0.49315,0.48746338028169
112,0.50662,0.48746338028169
113,0.4635,0.48746338028169
114,0.49345,0.48746338028169
115,0.50032,0.48746338028169
116,0.47267,0.48746338028169
117,0.41591,0.48746338028169
118,0.59464,0.48746338028169
119,0.44759,0.48746338028169
120,0.52303,0.48746338028169
121,0.43057,0.48746338028169
122,0.59009,0.48746338028169
123,0.48589,0.48746338028169
124,0.47254,0.48746338028169
125,0.4954,0.48746338028169
126,0.4849,0.48746338028169
127,0.54695,0.48746338028169
128,0.52863,0.48746338028169
129,0.51389,0.48746338028169
130,0.45793,0.48746338028169
131,0.50305,0.48746338028169
132,0.40248,0.48746338028169
133,0.46866,0.48746338028169
134,0.56351,0.48746338028169
135,0.4968,0.48746338028169
136,0.50617,0.48746338028169
137,0.4704,0.48746338028169
138,0.48574,0.48746338028169
139,0.48851,0.48746338028169
140,0.51004,0.48746338028169
141,0.47835,0.48746338028169
142,0.54368,0.48746338028169
143,0.44629,0.48746338028169
144,0.53797,0.48746338028169
145,0.50662,0.48746338028169
146,0.48221,0.48746338028169
147,0.46354,0.48746338028169
148,0.47892,0.48746338028169
149,0.39297,0.48746338028169
150,0.39848,0.48746338028169
151,0.44562,0.48746338028169
152,0.47094,0.48746338028169
153,0.51354,0.48746338028169
154,0.49714,0.48746338028169
155,0.54188,0.48746338028169
156,0.49303,0.48746338028169
157,0.49759,0.48746338028169
158,0.49977,0.48746338028169
159,0.56524,0.624122133333333
160,0.61039,0.624122133333333
161,0.63386,0.624122133333333
162,0.60922,0.624122133333333
163,0.56439,0.624122133333333
164,0.46791,0.624122133333333
165,0.59321,0.624122133333333
166,0.55802,0.624122133333333
167,0.57009,0.624122133333333
168,0.57826,0.624122133333333
169,0.54895,0.624122133333333
170,0.53204,0.624122133333333
171,0.61176,0.624122133333333
172,0.63527,0.624122133333333
173,0.59978,0.624122133333333
174,0.54927,0.624122133333333
175,0.53489,0.624122133333333
176,0.65026,0.624122133333333
177,0.55481,0.624122133333333
178,0.62595,0.624122133333333
179,0.6367,0.624122133333333
180,0.57913,0.624122133333333
181,0.55351,0.624122133333333
182,0.65207,0.624122133333333
183,0.71297,0.624122133333333
184,0.61796,0.624122133333333
185,0.57838,0.624122133333333
186,0.60918,0.624122133333333
187,0.51117,0.624122133333333
188,0.63636,0.624122133333333
189,0.56249,0.624122133333333
190,0.66614,0.624122133333333
191,0.69752,0.624122133333333
192,0.57092,0.624122133333333
193,0.70602,0.624122133333333
194,0.69998,0.624122133333333
195,0.65435,0.624122133333333
196,0.71231,0.624122133333333
197,0.57801,0.624122133333333
198,0.63285,0.624122133333333
199,0.69953,0.624122133333333
200,0.67294,0.624122133333333
201,0.67938,0.624122133333333
202,0.61935,0.624122133333333
203,0.77306,0.624122133333333
204,0.66021,0.624122133333333
205,0.70594,0.624122133333333
206,0.59303,0.624122133333333
207,0.57539,0.624122133333333
208,0.605,0.624122133333333
209,0.62131,0.624122133333333
210,0.78752,0.624122133333333
211,0.61282,0.624122133333333
212,0.67215,0.624122133333333
213,0.63207,0.624122133333333
214,0.63615,0.624122133333333
215,0.69064,0.624122133333333
216,0.5766,0.624122133333333
217,0.59893,0.624122133333333
218,0.63768,0.624122133333333
219,0.55613,0.624122133333333
220,0.51111,0.624122133333333
221,0.68736,0.624122133333333
222,0.61636,0.624122133333333
223,0.68752,0.624122133333333
224,0.5654,0.624122133333333
225,0.58184,0.624122133333333
226,0.64859,0.624122133333333
227,0.65134,0.624122133333333
228,0.66408,0.624122133333333
229,0.6159,0.624122133333333
230,0.75304,0.624122133333333
231,0.68481,0.624122133333333
232,0.66355,0.624122133333333
233,0.71084,0.624122133333333
234,0.20218,0.253625
235,0.30507,0.253625
236,0.41219,0.363729338235294
237,0.30783,0.363729338235294
238,0.31484,0.363729338235294
239,0.31109,0.363729338235294
240,0.46629,0.363729338235294
241,0.26232,0.363729338235294
242,0.45982,0.363729338235294
243,0.28915,0.363729338235294
244,0.42843,0.363729338235294
245,0.3346,0.363729338235294
246,0.29821,0.363729338235294
247,0.30743,0.363729338235294
248,0.35646,0.363729338235294
249,0.4169,0.363729338235294
250,0.36581,0.363729338235294
251,0.40918,0.363729338235294
252,0.46328,0.363729338235294
253,0.41536,0.363729338235294
254,0.32186,0.363729338235294
255,0.32401,0.363729338235294
256,0.38484,0.363729338235294
257,0.35491,0.363729338235294
258,0.33008,0.363729338235294
259,0.3463,0.363729338235294
260,0.34262,0.363729338235294
261,0.2282,0.363729338235294
262,0.50171,0.363729338235294
263,0.33751,0.363729338235294
264,0.34059,0.363729338235294
265,0.31722,0.363729338235294
266,0.39524,0.363729338235294
267,0.30307,0.363729338235294
268,0.348,0.363729338235294
269,0.30552,0.363729338235294
270,0.2983,0.363729338235294
271,0.27582,0.363729338235294
272,0.36283,0.363729338235294
273,0.27613,0.363729338235294
274,0.34448,0.363729338235294
275,0.37055,0.363729338235294
276,0.40387,0.363729338235294
277,0.35199,0.363729338235294
278,0.3855,0.363729338235294
279,0.36011,0.363729338235294
280,0.45956,0.363729338235294
281,0.27162,0.363729338235294
282,0.34579,0.363729338235294
283,0.32459,0.363729338235294
284,0.27643,0.363729338235294
285,0.4763,0.363729338235294
286,0.40422,0.363729338235294
287,0.35404,0.363729338235294
288,0.33485,0.363729338235294
289,0.39383,0.363729338235294
290,0.34738,0.363729338235294
291,0.43057,0.363729338235294
292,0.374,0.363729338235294
293,0.38011,0.363729338235294
294,0.31144,0.363729338235294
295,0.39275,0.363729338235294
296,0.41281,0.363729338235294
297,0.41235,0.363729338235294
298,0.34844,0.363729338235294
299,0.40434,0.363729338235294
300,0.27617,0.363729338235294
301,0.33232,0.363729338235294
302,0.34616,0.363729338235294
303,0.37191,0.363729338235294
304,0.34642,0.363729338235294
305,0.29034,0.363729338235294
306,0.48574,0.363729338235294
307,0.29311,0.363729338235294
308,0.3843,0.363729338235294
309,0.36351,0.363729338235294
310,0.31539,0.363729338235294
311,0.33187,0.363729338235294
312,0.45172,0.363729338235294
313,0.44569,0.363729338235294
314,0.33236,0.363729338235294
315,0.41333,0.363729338235294
316,0.45265,0.363729338235294
317,0.38325,0.363729338235294
318,0.38534,0.363729338235294
319,0.42701,0.363729338235294
320,0.4242,0.363729338235294
321,0.34779,0.363729338235294
322,0.46787,0.363729338235294
323,0.29192,0.363729338235294
324,0.32735,0.363729338235294
325,0.37866,0.363729338235294
326,0.36491,0.363729338235294
327,0.41319,0.363729338235294
328,0.42059,0.363729338235294
329,0.34327,0.363729338235294
330,0.31446,0.363729338235294
331,0.2939,0.363729338235294
332,0.37066,0.363729338235294
333,0.33022,0.363729338235294
334,0.25691,0.363729338235294
335,0.24,0.363729338235294
336,0.38405,0.363729338235294
337,0.24155,0.363729338235294
338,0.37236,0.363729338235294
339,0.40202,0.363729338235294
340,0.33291,0.363729338235294
341,0.3664,0.363729338235294
342,0.30017,0.363729338235294
343,0.32771,0.363729338235294
344,0.44822,0.363729338235294
345,0.52892,0.363729338235294
346,0.33416,0.363729338235294
347,0.4187,0.363729338235294
348,0.31411,0.363729338235294
349,0.27732,0.363729338235294
350,0.41707,0.363729338235294
351,0.30866,0.363729338235294
352,0.355,0.363729338235294
353,0.39567,0.363729338235294
354,0.27777,0.363729338235294
355,0.39184,0.363729338235294
356,0.29666,0.363729338235294
357,0.27724,0.363729338235294
358,0.47762,0.363729338235294
359,0.20273,0.363729338235294
360,0.28966,0.363729338235294
361,0.30636,0.363729338235294
362,0.40551,0.363729338235294
363,0.37771,0.363729338235294
364,0.4385,0.363729338235294
365,0.43281,0.363729338235294
366,0.41248,0.363729338235294
367,0.33151,0.363729338235294
368,0.26312,0.363729338235294
369,0.29011,0.363729338235294
370,0.39045,0.363729338235294
371,0.48246,0.363729338235294
372,0.35072,0.363729338235294
373,0.40377,0.363729338235294
374,0.46073,0.363729338235294
375,0.33921,0.363729338235294
376,0.33194,0.363729338235294
377,0.31692,0.363729338235294
378,0.37818,0.363729338235294
379,0.38643,0.363729338235294
380,0.37488,0.363729338235294
381,0.37316,0.363729338235294
382,0.35178,0.363729338235294
383,0.27176,0.363729338235294
384,0.35713,0.363729338235294
385,0.32815,0.363729338235294
386,0.25017,0.363729338235294
387,0.38216,0.363729338235294
388,0.32382,0.363729338235294
389,0.34761,0.363729338235294
390,0.40998,0.363729338235294
391,0.50189,0.363729338235294
392,0.49344,0.363729338235294
393,0.38254,0.363729338235294
394,0.39698,0.363729338235294
395,0.38592,0.363729338235294
396,0.44088,0.363729338235294
397,0.35126,0.363729338235294
398,0.3523,0.363729338235294
399,0.40292,0.363729338235294
400,0.32231,0.363729338235294
401,0.4533,0.363729338235294
402,0.42131,0.363729338235294
403,0.37738,0.363729338235294
404,0.43449,0.363729338235294
405,0.29637,0.363729338235294
406,0.28211,0.363729338235294
407,0.35078,0.363729338235294
408,0.44027,0.363729338235294
409,0.32771,0.363729338235294
410,0.50314,0.363729338235294
411,0.39284,0.363729338235294
412,0.18893,0.363729338235294
413,0.33969,0.363729338235294
414,0.42639,0.363729338235294
415,0.31527,0.363729338235294
416,0.37911,0.363729338235294
417,0.30716,0.363729338235294
418,0.38356,0.363729338235294
419,0.29043,0.363729338235294
420,0.30861,0.363729338235294
421,0.35198,0.363729338235294
422,0.37998,0.363729338235294
423,0.34969,0.363729338235294
424,0.37406,0.363729338235294
425,0.36796,0.363729338235294
426,0.32547,0.363729338235294
427,0.40711,0.363729338235294
428,0.40737,0.363729338235294
429,0.36407,0.363729338235294
430,0.4033,0.363729338235294
431,0.44499,0.363729338235294
432,0.31617,0.363729338235294
433,0.37815,0.363729338235294
434,0.44913,0.363729338235294
435,0.38518,0.363729338235294
436,0.3715,0.363729338235294
437,0.491,0.363729338235294
438,0.43772,0.363729338235294
439,0.46271,0.363729338235294
440,0.30318,0.363729338235294
441,0.3714,0.363729338235294
442,0.30294,0.363729338235294
443,0.33314,0.363729338235294
444,0.33755,0.363729338235294
445,0.40072,0.363729338235294
446,0.3481,0.363729338235294
447,0.43637,0.363729338235294
448,0.40315,0.363729338235294
449,0.39986,0.363729338235294
450,0.35282,0.363729338235294
451,0.46158,0.363729338235294
452,0.43936,0.363729338235294
453,0.35286,0.363729338235294
454,0.28349,0.363729338235294
455,0.34366,0.363729338235294
456,0.38781,0.363729338235294
457,0.3663,0.363729338235294
458,0.35941,0.363729338235294
459,0.25683,0.363729338235294
460,0.36763,0.363729338235294
461,0.31243,0.363729338235294
462,0.36799,0.363729338235294
463,0.40735,0.363729338235294
464,0.34677,0.363729338235294
465,0.30627,0.363729338235294
466,0.45445,0.363729338235294
467,0.42316,0.363729338235294
468,0.37411,0.363729338235294
469,0.33837,0.363729338235294
470,0.41407,0.363729338235294
471,0.3991,0.363729338235294
472,0.32967,0.363729338235294
473,0.43649,0.363729338235294
474,0.30649,0.363729338235294
475,0.31655,0.363729338235294
476,0.3987,0.363729338235294
477,0.32764,0.363729338235294
478,0.29305,0.363729338235294
479,0.34649,0.363729338235294
480,0.31675,0.363729338235294
481,0.35663,0.363729338235294
482,0.36275,0.363729338235294
483,0.36762,0.363729338235294
484,0.4179,0.363729338235294
485,0.40443,0.363729338235294
486,0.36533,0.363729338235294
487,0.30973,0.363729338235294
488,0.39633,0.363729338235294
489,0.28309,0.363729338235294
490,0.40805,0.363729338235294
491,0.32846,0.363729338235294
492,0.43512,0.363729338235294
493,0.41098,0.363729338235294
494,0.38952,0.363729338235294
495,0.35152,0.363729338235294
496,0.26155,0.363729338235294
497,0.35765,0.363729338235294
498,0.38609,0.363729338235294
499,0.33576,0.363729338235294
500,0.42907,0.363729338235294
501,0.36891,0.363729338235294
502,0.33933,0.363729338235294
503,0.37979,0.363729338235294
504,0.37282,0.363729338235294
505,0.35386,0.363729338235294
506,0.34068,0.363729338235294
507,0.27212,0.363729338235294
508,0.57247,0.483390526315789
509,0.38991,0.483390526315789
510,0.45795,0.483390526315789
511,0.43689,0.483390526315789
512,0.52745,0.483390526315789
513,0.4598,0.483390526315789
514,0.38332,0.483390526315789
515,0.43283,0.483390526315789
516,0.42944,0.483390526315789
517,0.43908,0.483390526315789
518,0.47283,0.483390526315789
519,0.52639,0.483390526315789
520,0.3605,0.483390526315789
521,0.53884,0.483390526315789
522,0.44655,0.483390526315789
523,0.4499,0.483390526315789
524,0.36413,0.483390526315789
525,0.48634,0.483390526315789
526,0.39498,0.483390526315789
527,0.49547,0.483390526315789
528,0.45916,0.483390526315789
529,0.43136,0.483390526315789
530,0.51821,0.483390526315789
531,0.43858,0.483390526315789
532,0.38007,0.483390526315789
533,0.46533,0.483390526315789
534,0.33748,0.483390526315789
535,0.5043,0.483390526315789
536,0.32773,0.483390526315789
537,0.47071,0.483390526315789
538,0.456,0.483390526315789
539,0.51647,0.483390526315789
540,0.56937,0.483390526315789
541,0.48604,0.483390526315789
542,0.43985,0.483390526315789
543,0.42758,0.483390526315789
544,0.55527,0.483390526315789
545,0.56789,0.483390526315789
546,0.49212,0.483390526315789
547,0.46756,0.483390526315789
548,0.34661,0.483390526315789
549,0.48566,0.483390526315789
550,0.46029,0.483390526315789
551,0.42152,0.483390526315789
552,0.49666,0.483390526315789
553,0.52675,0.483390526315789
554,0.55106,0.483390526315789
555,0.5809,0.483390526315789
556,0.61691,0.483390526315789
557,0.55632,0.483390526315789
558,0.66597,0.483390526315789
559,0.58957,0.483390526315789
560,0.53522,0.483390526315789
561,0.61081,0.483390526315789
562,0.64132,0.483390526315789
563,0.72635,0.483390526315789
564,0.40668,0.483390526315789
565,0.43499,0.483390526315789
566,0.50967,0.483390526315789
567,0.44277,0.483390526315789
568,0.361,0.483390526315789
569,0.45178,0.483390526315789
570,0.45804,0.483390526315789
571,0.40417,0.483390526315789
572,0.47054,0.483390526315789
573,0.53785,0.483390526315789
574,0.49823,0.483390526315789
575,0.43132,0.483390526315789
576,0.51636,0.483390526315789
577,0.3999,0.483390526315789
578,0.45733,0.483390526315789
579,0.63604,0.483390526315789
580,0.62216,0.483390526315789
581,0.64591,0.483390526315789
582,0.67245,0.483390526315789
583,0.61774,0.483390526315789
584,0.57438,0.483390526315789
585,0.38648,0.483390526315789
586,0.5057,0.483390526315789
587,0.42869,0.483390526315789
588,0.52225,0.483390526315789
589,0.40384,0.483390526315789
590,0.46909,0.483390526315789
591,0.4587,0.483390526315789
592,0.38248,0.483390526315789
593,0.57587,0.483390526315789
594,0.46409,0.483390526315789
595,0.52526,0.483390526315789
596,0.54932,0.483390526315789
597,0.43735,0.483390526315789
598,0.49049,0.483390526315789
599,0.49042,0.483390526315789
600,0.46557,0.483390526315789
601,0.49206,0.483390526315789
602,0.49855,0.483390526315789
603,0.42507,0.483390526315789
604,0.5114,0.483390526315789
605,0.48303,0.483390526315789
606,0.4447,0.483390526315789
607,0.51079,0.483390526315789
608,0.47028,0.483390526315789
609,0.43785,0.483390526315789
610,0.46198,0.483390526315789
611,0.33824,0.483390526315789
612,0.53647,0.483390526315789
613,0.41766,0.483390526315789
614,0.43019,0.483390526315789
615,0.51238,0.483390526315789
616,0.49977,0.483390526315789
617,0.4665,0.483390526315789
618,0.47048,0.483390526315789
619,0.47378,0.483390526315789
620,0.54934,0.483390526315789
621,0.38302,0.483390526315789
622,0.66674,0.6347
623,0.63731,0.6347
624,0.62726,0.6347
625,0.59424,0.6347
626,0.61561,0.6347
627,0.62943,0.6347
628,0.71539,0.6347
629,0.59162,0.6347
630,0.38858,0.48868
631,0.54318,0.48868
632,0.5481,0.48868
633,0.47366,0.48868
634,0.4657,0.48868
635,0.51286,0.48868
636,0.28555,0.375852307692308
637,0.39218,0.375852307692308
638,0.3046,0.375852307692308
639,0.38823,0.375852307692308
640,0.35415,0.375852307692308
641,0.36974,0.375852307692308
642,0.28584,0.375852307692308
643,0.47614,0.375852307692308
644,0.47464,0.375852307692308
645,0.38409,0.375852307692308
646,0.3467,0.375852307692308
647,0.39962,0.375852307692308
648,0.4246,0.375852307692308
649,0.56081,0.628557916666667
650,0.67087,0.628557916666667
651,0.59623,0.628557916666667
652,0.53785,0.628557916666667
653,0.61779,0.628557916666667
654,0.68338,0.628557916666667
655,0.51161,0.628557916666667
656,0.68229,0.628557916666667
657,0.62382,0.628557916666667
658,0.59566,0.628557916666667
659,0.57441,0.628557916666667
660,0.64818,0.628557916666667
661,0.61669,0.628557916666667
662,0.72405,0.628557916666667
663,0.64271,0.628557916666667
664,0.67913,0.628557916666667
665,0.72048,0.628557916666667
666,0.59632,0.628557916666667
667,0.58038,0.628557916666667
668,0.63486,0.628557916666667
669,0.69413,0.628557916666667
670,0.53805,0.628557916666667
671,0.66322,0.628557916666667
672,0.60474,0.628557916666667
673,0.6514,0.628557916666667
674,0.58697,0.628557916666667
675,0.63103,0.628557916666667
676,0.66653,0.628557916666667
677,0.64197,0.628557916666667
678,0.65003,0.628557916666667
679,0.5824,0.628557916666667
680,0.61391,0.628557916666667
681,0.62901,0.628557916666667
682,0.67214,0.628557916666667
683,0.68322,0.628557916666667
684,0.61625,0.628557916666667
685,0.58004,0.628557916666667
686,0.68136,0.628557916666667
687,0.70206,0.628557916666667
688,0.56884,0.628557916666667
689,0.64083,0.628557916666667
690,0.68099,0.628557916666667
691,0.70093,0.628557916666667
692,0.59037,0.628557916666667
693,0.57746,0.628557916666667
694,0.56641,0.628557916666667
695,0.61731,0.628557916666667
696,0.64166,0.628557916666667
697,0.23615,0.3298278125
698,0.34593,0.3298278125
699,0.31293,0.3298278125
700,0.33948,0.3298278125
701,0.33448,0.3298278125
702,0.35287,0.3298278125
703,0.34271,0.3298278125
704,0.29233,0.3298278125
705,0.31439,0.3298278125
706,0.39267,0.3298278125
707,0.32271,0.3298278125
708,0.2214,0.3298278125
709,0.33669,0.3298278125
710,0.31422,0.3298278125
711,0.4232,0.3298278125
712,0.36866,0.3298278125
713,0.3539,0.3298278125
714,0.32612,0.3298278125
715,0.29642,0.3298278125
716,0.40235,0.3298278125
717,0.34814,0.3298278125
718,0.36444,0.3298278125
719,0.36617,0.3298278125
720,0.31854,0.3298278125
721,0.27303,0.3298278125
722,0.31476,0.3298278125
723,0.30619,0.3298278125
724,0.28639,0.3298278125
725,0.29258,0.3298278125
726,0.3906,0.3298278125
727,0.33539,0.3298278125
728,0.32865,0.3298278125
729,0.50078,0.613506842105263
730,0.58153,0.613506842105263
731,0.62577,0.613506842105263
732,0.61047,0.613506842105263
733,0.74021,0.613506842105263
734,0.75486,0.613506842105263
735,0.64974,0.613506842105263
736,0.56094,0.613506842105263
737,0.6,0.613506842105263
738,0.63952,0.613506842105263
739,0.63177,0.613506842105263
740,0.52617,0.613506842105263
741,0.55988,0.613506842105263
742,0.64893,0.613506842105263
743,0.64742,0.613506842105263
744,0.6254,0.613506842105263
745,0.60663,0.613506842105263
746,0.69541,0.613506842105263
747,0.4512,0.613506842105263
748,0.35724,0.333024369747899
749,0.24009,0.333024369747899
750,0.36026,0.333024369747899
751,0.27312,0.333024369747899
752,0.28339,0.333024369747899
753,0.30267,0.333024369747899
754,0.33958,0.333024369747899
755,0.33572,0.333024369747899
756,0.37722,0.333024369747899
757,0.37871,0.333024369747899
758,0.30756,0.333024369747899
759,0.29735,0.333024369747899
760,0.24595,0.333024369747899
761,0.35977,0.333024369747899
762,0.30936,0.333024369747899
763,0.26926,0.333024369747899
764,0.2429,0.333024369747899
765,0.36625,0.333024369747899
766,0.39978,0.333024369747899
767,0.3435,0.333024369747899
768,0.31337,0.333024369747899
769,0.3482,0.333024369747899
770,0.29929,0.333024369747899
771,0.39478,0.333024369747899
772,0.28557,0.333024369747899
773,0.2926,0.333024369747899
774,0.31337,0.333024369747899
775,0.28069,0.333024369747899
776,0.30903,0.333024369747899
777,0.31499,0.333024369747899
778,0.39493,0.333024369747899
779,0.37367,0.333024369747899
780,0.39622,0.333024369747899
781,0.39763,0.333024369747899
782,0.33024,0.333024369747899
783,0.34405,0.333024369747899
784,0.34794,0.333024369747899
785,0.30733,0.333024369747899
786,0.33273,0.333024369747899
787,0.3351,0.333024369747899
788,0.3152,0.333024369747899
789,0.35669,0.333024369747899
790,0.37944,0.333024369747899
791,0.33644,0.333024369747899
792,0.3557,0.333024369747899
793,0.26491,0.333024369747899
794,0.3446,0.333024369747899
795,0.37545,0.333024369747899
796,0.34091,0.333024369747899
797,0.26254,0.333024369747899
798,0.268,0.333024369747899
799,0.37923,0.333024369747899
800,0.33026,0.333024369747899
801,0.32365,0.333024369747899
802,0.23845,0.333024369747899
803,0.32114,0.333024369747899
804,0.24937,0.333024369747899
805,0.33949,0.333024369747899
806,0.34604,0.333024369747899
807,0.27273,0.333024369747899
808,0.33757,0.333024369747899
809,0.34987,0.333024369747899
810,0.36757,0.333024369747899
811,0.34507,0.333024369747899
812,0.35227,0.333024369747899
813,0.27399,0.333024369747899
814,0.37057,0.333024369747899
815,0.3273,0.333024369747899
816,0.33645,0.333024369747899
817,0.4615,0.333024369747899
818,0.2914,0.333024369747899
819,0.29664,0.333024369747899
820,0.35172,0.333024369747899
821,0.44622,0.333024369747899
822,0.37575,0.333024369747899
823,0.31069,0.333024369747899
824,0.30197,0.333024369747899
825,0.35882,0.333024369747899
826,0.28495,0.333024369747899
827,0.34754,0.333024369747899
828,0.33426,0.333024369747899
829,0.39442,0.333024369747899
830,0.26506,0.333024369747899
831,0.32843,0.333024369747899
832,0.41195,0.333024369747899
833,0.45347,0.333024369747899
834,0.32319,0.333024369747899
835,0.3293,0.333024369747899
836,0.32021,0.333024369747899
837,0.35346,0.333024369747899
838,0.33417,0.333024369747899
839,0.34319,0.333024369747899
840,0.33228,0.333024369747899
841,0.29486,0.333024369747899
842,0.31942,0.333024369747899
843,0.36837,0.333024369747899
844,0.36096,0.333024369747899
845,0.27335,0.333024369747899
846,0.42341,0.333024369747899
847,0.33296,0.333024369747899
848,0.33506,0.333024369747899
849,0.35806,0.333024369747899
850,0.38407,0.333024369747899
851,0.33012,0.333024369747899
852,0.31398,0.333024369747899
853,0.25863,0.333024369747899
854,0.35448,0.333024369747899
855,0.3739,0.333024369747899
856,0.33433,0.333024369747899
857,0.30719,0.333024369747899
858,0.40138,0.333024369747899
859,0.3045,0.333024369747899
860,0.29282,0.333024369747899
861,0.3374,0.333024369747899
862,0.33583,0.333024369747899
863,0.32148,0.333024369747899
864,0.36243,0.333024369747899
865,0.33662,0.333024369747899
866,0.30139,0.333024369747899
867,0.647,0.624536666666667
868,0.68992,0.624536666666667
869,0.55157,0.624536666666667
870,0.60793,0.624536666666667
871,0.56915,0.624536666666667
872,0.5993,0.624536666666667
873,0.67905,0.624536666666667
874,0.53868,0.624536666666667
875,0.63119,0.624536666666667
876,0.67112,0.624536666666667
877,0.67475,0.624536666666667
878,0.63478,0.624536666666667
879,0.30749,0.341267
880,0.31798,0.341267
881,0.36043,0.341267
882,0.30398,0.341267
883,0.46665,0.341267
884,0.34899,0.341267
885,0.3377,0.341267
886,0.31386,0.341267
887,0.32266,0.341267
888,0.32332,0.341267
889,0.33595,0.341267
890,0.33074,0.341267
891,0.27496,0.341267
892,0.32609,0.341267
893,0.35655,0.341267
894,0.34833,0.341267
895,0.32093,0.341267
896,0.35041,0.341267
897,0.38368,0.341267
898,0.39464,0.341267
899,0.66326,0.661678888888889
900,0.62328,0.661678888888889
901,0.60393,0.661678888888889
902,0.62776,0.661678888888889
903,0.72388,0.661678888888889
904,0.63256,0.661678888888889
905,0.7399,0.661678888888889
906,0.68817,0.661678888888889
907,0.76048,0.661678888888889
908,0.6025,0.661678888888889
909,0.65429,0.661678888888889
910,0.62622,0.661678888888889
911,0.68829,0.661678888888889
912,0.66293,0.661678888888889
913,0.74434,0.661678888888889
914,0.75764,0.661678888888889
915,0.74158,0.661678888888889
916,0.57465,0.661678888888889
917,0.65924,0.661678888888889
918,0.69958,0.661678888888889
919,0.71046,0.661678888888889
920,0.74322,0.661678888888889
921,0.60424,0.661678888888889
922,0.62312,0.661678888888889
923,0.65418,0.661678888888889
924,0.65458,0.661678888888889
925,0.60449,0.661678888888889
926,0.61409,0.661678888888889
927,0.59477,0.661678888888889
928,0.73971,0.661678888888889
929,0.7184,0.661678888888889
930,0.60994,0.661678888888889
931,0.61648,0.661678888888889
932,0.61645,0.661678888888889
933,0.67285,0.661678888888889
934,0.66577,0.661678888888889
935,0.70008,0.661678888888889
936,0.68305,0.661678888888889
937,0.59995,0.661678888888889
938,0.6627,0.661678888888889
939,0.66649,0.661678888888889
940,0.65686,0.661678888888889
941,0.77868,0.661678888888889
